key,fare_amount
2015-01-27 13:08:24.0000002,9.815044403076172
2015-01-27 13:08:24.0000003,10.662736892700195
2011-10-08 11:53:44.0000002,4.269949913024902
2012-12-01 21:12:12.0000002,9.368873596191406
2012-12-01 21:12:12.0000003,16.328506469726562
2012-12-01 21:12:12.0000005,10.115279197692871
2011-10-06 12:10:20.0000001,5.1099019050598145
2011-10-06 12:10:20.0000003,47.78709030151367
2011-10-06 12:10:20.0000002,11.191024780273438
2014-02-18 15:22:20.0000002,6.563399314880371
2014-02-18 15:22:20.0000003,10.117934226989746
2014-02-18 15:22:20.0000001,18.95012855529785
2010-03-29 20:20:32.0000002,4.177542209625244
2010-03-29 20:20:32.0000001,6.348397731781006
2011-10-06 03:59:12.0000002,6.913023948669434
2011-10-06 03:59:12.0000001,10.269204139709473
2012-07-15 16:45:04.0000006,6.630292892456055
2012-07-15 16:45:04.0000002,8.60309886932373
2012-07-15 16:45:04.0000003,4.730893611907959
2012-07-15 16:45:04.0000004,4.449141025543213
2014-10-29 02:09:56.0000001,7.56628942489624
2014-06-14 13:39:00.00000010,8.696359634399414
2014-06-14 13:39:00.00000060,8.458053588867188
2014-06-14 13:39:00.00000087,8.765095710754395
2014-06-14 13:39:00.00000050,18.1964111328125
2014-06-14 13:39:00.0000003,7.478315353393555
2014-06-14 13:39:00.000000158,37.65655517578125
2014-06-14 13:39:00.00000015,25.711889266967773
2014-06-14 13:39:00.00000073,6.622873306274414
2014-06-14 13:39:00.00000077,15.898299217224121
2014-06-14 13:39:00.000000145,8.98224925994873
2014-06-14 13:39:00.00000079,6.181159973144531
2014-06-14 13:39:00.000000121,5.587629318237305
2014-06-14 13:39:00.00000021,11.32862663269043
2014-06-14 13:39:00.0000005,8.54428482055664
2014-06-14 13:39:00.000000165,7.531540870666504
2014-06-14 13:39:00.000000184,6.167509078979492
2014-06-14 13:39:00.00000059,6.066190242767334
2014-06-14 13:39:00.00000070,8.619601249694824
2014-06-14 13:39:00.00000068,4.912384033203125
2014-06-14 13:39:00.000000133,19.04530906677246
2014-06-14 13:39:00.000000128,10.093415260314941
2014-06-14 13:39:00.000000136,19.821025848388672
2014-06-14 13:39:00.00000017,12.38424301147461
2014-06-14 13:39:00.000000111,6.380298137664795
2014-06-14 13:39:00.000000115,12.625844955444336
2014-06-14 13:39:00.000000168,5.916314601898193
2014-06-14 13:39:00.00000031,6.9990105628967285
2014-06-14 13:39:00.000000116,6.652219295501709
2014-06-14 13:39:00.00000051,4.716204643249512
2014-06-14 13:39:00.000000193,12.777185440063477
2014-06-14 13:39:00.000000132,14.39098834991455
2014-06-14 13:39:00.000000167,21.153696060180664
2014-06-14 13:39:00.00000044,6.043496131896973
2014-06-14 13:39:00.000000138,7.900089263916016
2014-06-14 13:39:00.00000066,15.280884742736816
2014-06-14 13:39:00.00000063,10.165772438049316
2014-06-14 13:39:00.000000154,12.961596488952637
2014-06-14 13:39:00.00000097,14.467326164245605
2014-06-14 13:39:00.00000067,14.196208953857422
2014-06-14 13:39:00.000000179,7.29385232925415
2014-06-14 13:39:00.00000092,11.508617401123047
2014-06-14 13:39:00.00000029,5.82478141784668
2014-06-14 13:39:00.000000177,5.735997200012207
2014-06-14 13:39:00.000000192,7.61480712890625
2014-06-14 13:39:00.000000181,6.118529796600342
2014-06-14 13:39:00.000000120,11.450385093688965
2014-06-14 13:39:00.0000008,5.834755897521973
2014-06-14 13:39:00.000000103,5.013706207275391
2014-06-14 13:39:00.00000049,18.308706283569336
2014-06-14 13:39:00.000000108,7.906921863555908
2014-06-14 13:39:00.00000072,5.915440559387207
2014-06-14 13:39:00.000000182,14.171496391296387
2014-06-14 13:39:00.00000061,6.8374223709106445
2014-06-14 13:39:00.00000093,9.408403396606445
2014-06-14 13:39:00.000000170,12.798796653747559
2014-06-14 13:39:00.000000147,48.84552001953125
2014-06-14 13:39:00.000000140,5.141670227050781
2014-06-14 13:39:00.000000159,5.061399936676025
2014-06-14 13:39:00.00000012,5.0205278396606445
2014-06-14 13:39:00.00000025,6.836719036102295
2014-06-14 13:39:00.000000156,6.038435459136963
2014-06-14 13:39:00.000000152,9.318511009216309
2014-06-14 13:39:00.000000129,10.780670166015625
2014-06-14 13:39:00.000000119,18.714658737182617
2014-06-14 13:39:00.000000118,5.756471633911133
2014-06-14 13:39:00.00000076,5.0994181632995605
2014-06-14 13:39:00.000000135,6.7732768058776855
2014-06-14 13:39:00.00000023,22.085063934326172
2014-06-14 13:39:00.00000082,10.33304500579834
2014-06-14 13:39:00.000000125,12.014984130859375
2014-06-14 13:39:00.00000075,11.347845077514648
2014-06-14 13:39:00.000000124,7.03442907333374
2014-06-14 13:39:00.000000172,7.034252166748047
2014-06-14 13:39:00.00000024,16.38031768798828
2014-06-14 13:39:00.000000169,14.405708312988281
2014-06-14 13:39:00.00000052,12.687718391418457
2014-06-14 13:39:00.000000161,14.190707206726074
2014-06-14 13:39:00.00000038,9.373339653015137
2014-06-14 13:39:00.00000035,11.306984901428223
2014-06-14 13:39:00.00000053,12.56027889251709
2014-06-14 13:39:00.000000183,7.165308952331543
2014-06-14 13:39:00.000000131,56.47275161743164
2014-06-14 13:39:00.000000180,8.193846702575684
2014-06-14 13:39:00.000000130,6.193417072296143
2014-06-14 13:39:00.00000032,4.35610818862915
2014-06-14 13:39:00.000000148,11.358187675476074
2014-06-14 13:39:00.0000007,10.527307510375977
2014-06-14 13:39:00.00000095,11.261223793029785
2014-06-14 13:39:00.000000144,38.070255279541016
2014-06-14 13:39:00.000000141,32.54984664916992
2014-06-14 13:39:00.000000162,21.969253540039062
2014-06-14 13:39:00.00000018,14.030522346496582
2014-06-14 13:39:00.00000054,10.643644332885742
2014-06-14 13:39:00.00000040,7.055943965911865
2014-06-14 13:39:00.00000096,6.716927528381348
2014-06-14 13:39:00.00000055,26.219776153564453
2014-06-14 13:39:00.000000109,8.854784965515137
2014-06-14 13:39:00.000000151,7.517852306365967
2014-06-14 13:39:00.00000016,11.24449348449707
2014-06-14 13:39:00.00000062,11.097602844238281
2014-06-14 13:39:00.000000191,4.241207599639893
2014-06-14 13:39:00.00000034,8.480875968933105
2014-06-14 13:39:00.000000160,7.5380377769470215
2014-06-14 13:39:00.00000013,6.64668083190918
2014-06-14 13:39:00.000000188,5.594631195068359
2014-06-14 13:39:00.00000086,9.597973823547363
2014-06-14 13:39:00.000000185,11.706462860107422
2014-06-14 13:39:00.00000074,9.046753883361816
2014-06-14 13:39:00.00000022,19.444917678833008
2014-06-14 13:39:00.00000036,5.387629508972168
2014-06-14 13:39:00.000000126,3.9471628665924072
2014-06-14 13:39:00.000000190,6.404221534729004
2014-06-14 13:39:00.00000042,6.878019332885742
2014-06-14 13:39:00.000000178,7.2619709968566895
2014-06-14 13:39:00.000000163,5.403286933898926
2014-06-14 13:39:00.00000020,13.276004791259766
2014-06-14 13:39:00.00000098,6.9784345626831055
2014-06-14 13:39:00.000000114,22.358112335205078
2014-06-14 13:39:00.00000045,9.293631553649902
2014-06-14 13:39:00.00000094,5.543264389038086
2014-06-14 13:39:00.000000146,11.30172348022461
2014-06-14 13:39:00.00000033,8.579590797424316
2014-06-14 13:39:00.000000143,5.446916103363037
2014-06-14 13:39:00.000000107,7.747720718383789
2014-06-14 13:39:00.00000048,9.167426109313965
2014-06-14 13:39:00.00000043,12.608617782592773
2014-06-14 13:39:00.000000123,9.293102264404297
2014-06-14 13:39:00.000000134,8.291952133178711
2014-06-14 13:39:00.000000142,7.136831760406494
2014-06-14 13:39:00.000000122,10.702695846557617
2014-06-14 13:39:00.000000176,11.192349433898926
2011-12-12 09:42:12.0000004,6.186370849609375
2011-12-12 09:42:12.0000002,3.960068941116333
2011-12-12 09:42:12.0000001,11.877321243286133
2011-12-12 09:42:12.0000003,6.818158149719238
2011-12-12 09:42:12.0000005,8.188898086547852
2013-06-27 00:20:40.0000001,18.681133270263672
2013-06-27 00:20:40.0000003,11.191097259521484
2009-02-20 13:34:16.0000001,7.722548961639404
2009-02-20 13:34:16.0000002,10.91171646118164
2009-02-20 13:34:16.0000003,7.214344501495361
2010-08-22 21:14:08.0000001,29.127195358276367
2010-08-22 21:14:08.0000005,13.880359649658203
2010-08-22 21:14:08.0000003,4.403161525726318
2010-08-22 21:14:08.0000002,6.333465576171875
2012-08-06 08:58:08.0000002,7.500363349914551
2012-08-06 08:58:08.0000001,19.8996524810791
2013-11-04 08:34:12.0000003,5.635978698730469
2013-11-04 08:34:12.0000001,10.299944877624512
2013-11-04 08:34:12.0000002,11.317496299743652
2011-06-24 20:34:48.0000002,7.323838710784912
2011-06-24 20:34:48.0000001,18.095455169677734
2011-03-28 20:38:36.0000003,4.874853134155273
2011-03-28 20:38:36.0000004,4.959129333496094
2011-03-28 20:38:36.0000002,7.832361698150635
2011-08-14 20:36:28.0000004,5.867725849151611
2011-08-14 20:36:28.0000001,6.449044704437256
2011-08-14 20:36:28.0000003,20.045705795288086
2011-08-14 20:36:28.0000002,6.611328601837158
2015-02-21 15:52:44.0000004,19.977802276611328
2015-02-21 15:52:44.0000003,10.257210731506348
2015-02-21 15:52:44.0000002,18.598712921142578
2015-02-21 15:52:44.0000001,10.41649341583252
2013-01-29 11:29:52.0000001,9.876736640930176
2014-09-12 19:03:48.0000001,10.930112838745117
2013-11-09 18:52:40.0000004,8.85311222076416
2013-11-09 18:52:40.0000002,12.790185928344727
2013-04-25 16:10:04.0000001,56.953975677490234
2013-04-25 16:10:04.0000002,8.44255542755127
2013-09-07 14:37:52.0000001,7.529674053192139
2013-09-07 14:37:52.0000002,10.807727813720703
2013-09-07 14:37:52.0000003,5.509710311889648
2011-05-21 13:16:20.0000004,4.961975574493408
2011-05-21 13:16:20.0000001,6.064225673675537
2011-05-21 13:16:20.0000003,8.881677627563477
2011-11-25 16:36:24.0000002,6.24276876449585
2011-11-25 16:36:24.0000001,11.502410888671875
2015-01-31 20:54:04.0000001,6.549431324005127
2010-11-01 23:31:28.0000002,6.4298415184021
2010-11-01 23:31:28.0000001,7.5543694496154785
2010-11-01 23:31:28.0000003,8.501033782958984
2011-03-24 15:57:04.0000003,4.142282009124756
2011-03-24 15:57:04.0000001,7.470483303070068
2010-05-10 10:37:04.0000005,5.801173210144043
2010-05-10 10:37:04.0000002,5.831355571746826
2010-05-10 10:37:04.0000003,9.994022369384766
2010-05-10 10:37:04.0000006,7.794373035430908
2012-06-09 16:53:44.0000002,8.438530921936035
2012-08-22 22:39:20.0000003,17.687618255615234
2012-08-22 22:39:20.0000001,4.831364631652832
2012-12-23 02:29:16.0000001,14.087456703186035
2012-06-30 15:55:12.0000004,14.949666023254395
2012-06-30 15:55:12.0000002,6.5571136474609375
2012-06-30 15:55:12.0000003,11.302741050720215
2012-06-30 15:55:12.0000001,6.437030792236328
2011-10-02 23:36:00.00000056,9.562907218933105
2011-10-02 23:36:00.00000086,17.084245681762695
2011-10-02 23:36:00.00000081,14.54071044921875
2011-10-02 23:36:00.0000009,4.226860523223877
2011-10-02 23:36:00.00000041,11.287753105163574
2011-10-02 23:36:00.00000091,4.035798072814941
2011-10-02 23:36:00.0000008,10.971151351928711
2011-10-02 23:36:00.00000015,23.106273651123047
2011-10-02 23:36:00.00000014,8.355210304260254
2011-10-02 23:36:00.00000047,6.848185062408447
2011-10-02 23:36:00.00000076,7.354098320007324
2011-10-02 23:36:00.00000011,5.991161823272705
2011-10-02 23:36:00.00000075,5.217947006225586
2011-10-02 23:36:00.00000035,6.687272548675537
2011-10-02 23:36:00.00000099,5.048318386077881
2011-10-02 23:36:00.00000062,7.772282600402832
2011-10-02 23:36:00.00000085,8.367566108703613
2011-10-02 23:36:00.00000043,21.391990661621094
2011-10-02 23:36:00.00000071,10.211037635803223
2011-10-02 23:36:00.00000023,5.647199630737305
2011-10-02 23:36:00.00000092,5.404385089874268
2011-10-02 23:36:00.00000037,8.210586547851562
2011-10-02 23:36:00.00000083,9.227947235107422
2011-10-02 23:36:00.00000054,11.228141784667969
2011-10-02 23:36:00.00000073,8.426152229309082
2011-10-02 23:36:00.0000005,6.937237739562988
2011-10-02 23:36:00.00000095,5.408595085144043
2011-10-02 23:36:00.00000088,6.598669052124023
2011-10-02 23:36:00.00000030,7.6558051109313965
2011-10-02 23:36:00.0000007,11.463624000549316
2011-10-02 23:36:00.00000013,8.112894058227539
2011-10-02 23:36:00.00000065,26.251710891723633
2011-10-02 23:36:00.00000089,51.21892547607422
2011-10-02 23:36:00.00000096,6.512544631958008
2011-10-02 23:36:00.00000039,8.62545108795166
2011-10-02 23:36:00.00000038,25.776168823242188
2011-10-02 23:36:00.00000067,17.741046905517578
2011-10-02 23:36:00.00000077,10.78252124786377
2011-10-02 23:36:00.00000020,18.505281448364258
2011-10-02 23:36:00.00000063,16.28117561340332
2011-10-02 23:36:00.00000012,8.688115119934082
2011-10-02 23:36:00.00000058,15.384726524353027
2011-10-02 23:36:00.00000026,10.136852264404297
2011-10-02 23:36:00.00000074,17.45883560180664
2011-10-02 23:36:00.00000059,7.476536750793457
2011-10-02 23:36:00.00000090,13.404061317443848
2011-10-02 23:36:00.0000004,28.877002716064453
2011-10-02 23:36:00.0000003,15.914325714111328
2011-10-02 23:36:00.00000021,15.527490615844727
2011-10-02 23:36:00.00000097,6.666210651397705
2011-10-02 23:36:00.00000036,16.99894905090332
2011-10-02 23:36:00.00000024,19.148712158203125
2011-10-02 23:36:00.00000082,47.76180648803711
2011-10-02 23:36:00.000000100,6.526675224304199
2011-10-02 23:36:00.00000040,10.848237037658691
2011-10-02 23:36:00.00000022,4.276226043701172
2013-03-21 12:47:28.0000006,11.38054084777832
2013-03-21 12:47:28.0000008,11.16778564453125
2013-03-21 12:47:28.0000003,12.385571479797363
2013-03-21 12:47:28.0000005,7.012026309967041
2013-03-21 12:47:28.0000002,7.996269702911377
2013-06-07 03:02:56.0000002,15.619929313659668
2013-06-07 03:02:56.0000001,6.567779064178467
2010-09-05 22:31:32.0000002,16.530445098876953
2013-07-12 23:33:24.0000001,9.666726112365723
2009-12-03 02:32:08.0000001,17.251617431640625
2009-10-15 03:50:36.0000001,4.767636775970459
2011-09-25 22:36:32.0000002,21.657136917114258
