key,fare_amount
2015-01-27 13:08:24.0000002,10.135
2015-01-27 13:08:24.0000003,10.315
2011-10-08 11:53:44.0000002,4.148000000000001
2012-12-01 21:12:12.0000002,9.054
2012-12-01 21:12:12.0000003,16.98
2012-12-01 21:12:12.0000005,10.850999999999999
2011-10-06 12:10:20.0000001,5.327999999999999
2011-10-06 12:10:20.0000003,49.128000000000085
2011-10-06 12:10:20.0000002,13.579899999999999
2014-02-18 15:22:20.0000002,6.2
2014-02-18 15:22:20.0000003,10.23
2014-02-18 15:22:20.0000001,18.705
2010-03-29 20:20:32.0000002,4.468999999999999
2010-03-29 20:20:32.0000001,6.954000000000007
2011-10-06 03:59:12.0000002,7.300000000000001
2011-10-06 03:59:12.0000001,11.093699999999997
2012-07-15 16:45:04.0000006,13.008
2012-07-15 16:45:04.0000002,8.374
2012-07-15 16:45:04.0000003,4.6080000000000005
2012-07-15 16:45:04.0000004,4.335999999999999
2014-10-29 02:09:56.0000001,7.65
2014-06-14 13:39:00.00000010,8.605
2014-06-14 13:39:00.00000060,7.355
2014-06-14 13:39:00.00000087,8.195
2014-06-14 13:39:00.00000050,18.275
2014-06-14 13:39:00.0000003,6.45
2014-06-14 13:39:00.000000158,37.1199
2014-06-14 13:39:00.00000015,26.874799999999997
2014-06-14 13:39:00.00000073,5.825
2014-06-14 13:39:00.00000077,15.495
2014-06-14 13:39:00.000000145,9.305
2014-06-14 13:39:00.00000079,6.295
2014-06-14 13:39:00.000000121,5.32
2014-06-14 13:39:00.00000021,11.005
2014-06-14 13:39:00.0000005,6.865
2014-06-14 13:39:00.000000165,7.29
2014-06-14 13:39:00.000000184,5.655
2014-06-14 13:39:00.00000059,6.18
2014-06-14 13:39:00.00000070,9.03
2014-06-14 13:39:00.00000068,4.625
2014-06-14 13:39:00.000000133,19.63
2014-06-14 13:39:00.000000128,9.925
2014-06-14 13:39:00.000000136,19.31
2014-06-14 13:39:00.00000017,10.855
2014-06-14 13:39:00.000000111,5.445
2014-06-14 13:39:00.000000115,12.14
2014-06-14 13:39:00.000000168,5.58
2014-06-14 13:39:00.00000031,6.555
2014-06-14 13:39:00.000000116,6.175
2014-06-14 13:39:00.00000051,5.245
2014-06-14 13:39:00.000000193,13.765
2014-06-14 13:39:00.000000132,13.463299999999998
2014-06-14 13:39:00.000000167,21.9668
2014-06-14 13:39:00.00000044,5.93
2014-06-14 13:39:00.000000138,7.455
2014-06-14 13:39:00.00000066,15.56
2014-06-14 13:39:00.00000063,11.15
2014-06-14 13:39:00.000000154,11.25
2014-06-14 13:39:00.00000097,13.7
2014-06-14 13:39:00.00000067,12.845
2014-06-14 13:39:00.000000179,7.325
2014-06-14 13:39:00.00000092,10.628
2014-06-14 13:39:00.00000029,5.26
2014-06-14 13:39:00.000000177,5.275
2014-06-14 13:39:00.000000192,6.935
2014-06-14 13:39:00.000000181,6.63
2014-06-14 13:39:00.000000120,10.91
2014-06-14 13:39:00.0000008,5.73
2014-06-14 13:39:00.000000103,5.5383000000000004
2014-06-14 13:39:00.00000049,17.18
2014-06-14 13:39:00.000000108,7.415
2014-06-14 13:39:00.00000072,5.838299999999999
2014-06-14 13:39:00.000000182,12.57
2014-06-14 13:39:00.00000061,7.005
2014-06-14 13:39:00.00000093,8.905
2014-06-14 13:39:00.000000170,11.46
2014-06-14 13:39:00.000000147,50.5066
2014-06-14 13:39:00.000000140,4.88
2014-06-14 13:39:00.000000159,4.169
2014-06-14 13:39:00.00000012,4.655
2014-06-14 13:39:00.00000025,7.36
2014-06-14 13:39:00.000000156,5.86
2014-06-14 13:39:00.000000152,8.75
2014-06-14 13:39:00.000000129,10.87
2014-06-14 13:39:00.000000119,18.655
2014-06-14 13:39:00.000000118,5.61
2014-06-14 13:39:00.00000076,5.187
2014-06-14 13:39:00.000000135,6.96
2014-06-14 13:39:00.00000023,18.47
2014-06-14 13:39:00.00000082,9.205
2014-06-14 13:39:00.000000125,11.205
2014-06-14 13:39:00.00000075,10.0833
2014-06-14 13:39:00.000000124,6.88
2014-06-14 13:39:00.000000172,7.175
2014-06-14 13:39:00.00000024,15.41
2014-06-14 13:39:00.000000169,13.74
2014-06-14 13:39:00.00000052,13.285
2014-06-14 13:39:00.000000161,15.3683
2014-06-14 13:39:00.00000038,8.095
2014-06-14 13:39:00.00000035,10.49
2014-06-14 13:39:00.00000053,11.605
2014-06-14 13:39:00.000000183,6.76
2014-06-14 13:39:00.000000131,57.20109999999994
2014-06-14 13:39:00.000000180,7.26
2014-06-14 13:39:00.000000130,9.741999999999997
2014-06-14 13:39:00.00000032,4.199
2014-06-14 13:39:00.000000148,11.645
2014-06-14 13:39:00.0000007,10.17
2014-06-14 13:39:00.00000095,11.72
2014-06-14 13:39:00.000000144,37.582199999999965
2014-06-14 13:39:00.000000141,30.2233
2014-06-14 13:39:00.000000162,20.79
2014-06-14 13:39:00.00000018,12.39
2014-06-14 13:39:00.00000054,10.455
2014-06-14 13:39:00.00000040,6.5383
2014-06-14 13:39:00.00000096,6.77
2014-06-14 13:39:00.00000055,27.588599999999996
2014-06-14 13:39:00.000000109,9.13
2014-06-14 13:39:00.000000151,7.79
2014-06-14 13:39:00.00000016,10.42
2014-06-14 13:39:00.00000062,11.0
2014-06-14 13:39:00.000000191,10.0423
2014-06-14 13:39:00.00000034,9.335
2014-06-14 13:39:00.000000160,8.39
2014-06-14 13:39:00.00000013,5.99
2014-06-14 13:39:00.000000188,5.755
2014-06-14 13:39:00.00000086,8.53
2014-06-14 13:39:00.000000185,12.195
2014-06-14 13:39:00.00000074,9.555
2014-06-14 13:39:00.00000022,18.26
2014-06-14 13:39:00.00000036,5.13
2014-06-14 13:39:00.000000126,4.190999999999999
